timestamp,open,high,low,close,volume
2021-03-22, 6.7200, 6.7900, 6.6200, 6.7400, 77131
2021-03-19, 6.4800, 6.6000, 6.4400, 6.5800, 169490
2021-03-18, 6.5500, 6.6800, 6.5400, 6.5600, 45929
2021-03-17, 6.6200, 6.7400, 6.5700, 6.6800, 66993
2021-03-16, 6.8200, 6.9425, 6.8200, 6.9200, 60938
2021-03-15, 7.0300, 7.0300, 6.9150, 6.9800, 46438
2021-03-12, 7.0400, 7.1300, 7.0100, 7.1235, 196390
2021-03-11, 7.0200, 7.2000, 7.0200, 7.2000, 125177
2021-03-10, 6.8900, 6.9000, 6.7100, 6.8000, 99695
2021-03-09, 6.8400, 6.9300, 6.7700, 6.8200, 324162
2021-03-08, 6.5500, 6.5550, 6.4000, 6.5000, 108303
2021-03-05, 6.6900, 6.6900, 6.3300, 6.5300, 199583
2021-03-04, 6.8000, 6.9300, 6.6500, 6.7400, 153128
2021-03-03, 7.0550, 7.0600, 6.8000, 6.8100, 121773
2021-03-02, 7.3800, 7.5000, 7.2500, 7.3100, 57568
2021-03-01, 7.3400, 7.5200, 7.3400, 7.4500, 66584
2021-02-26, 7.4000, 7.4700, 7.3600, 7.4200, 135567
2021-02-25, 7.4200, 7.6200, 7.4200, 7.5200, 96641
2021-02-24, 7.3500, 7.4200, 7.2700, 7.3900, 61000
2021-02-23, 7.2400, 7.5300, 7.0895, 7.4650, 91787
2021-02-22, 7.7900, 7.8800, 7.7200, 7.7300, 186676
2021-02-19, 8.0000, 8.0700, 7.9000, 7.9200, 93035
2021-02-18, 7.9800, 8.1100, 7.9200, 8.0200, 102375
2021-02-17, 8.3100, 8.3400, 8.1500, 8.1600, 125871
2021-02-16, 8.3625, 8.4800, 8.3000, 8.3850, 196170
2021-02-12, 8.0150, 8.1700, 7.9800, 8.0950, 140879
2021-02-11, 7.8925, 8.1500, 7.8900, 8.0600, 410728
2021-02-10, 7.7400, 7.7700, 7.6200, 7.6600, 1163258
2021-02-09, 7.9300, 7.9600, 7.7400, 7.7900, 223828
2021-02-08, 8.0000, 8.1000, 7.9800, 8.0600, 274912
2021-02-05, 8.1100, 8.1200, 7.9200, 8.0900, 160792
2021-02-04, 8.2900, 8.2900, 8.1000, 8.2000, 72845
2021-02-03, 8.4200, 8.5500, 8.2500, 8.3400, 88560
2021-02-02, 8.0300, 8.2400, 8.0300, 8.1000, 341506
2021-02-01, 8.1600, 8.1600, 7.8500, 7.9500, 206820
2021-01-29, 8.3700, 8.3700, 8.1500, 8.2200, 129077
2021-01-28, 8.0450, 8.2200, 8.0100, 8.1650, 126378
2021-01-27, 7.9200, 8.1400, 7.9035, 8.0200, 278489
2021-01-26, 8.8100, 8.8100, 8.5000, 8.6300, 142796
2021-01-25, 8.8000, 9.0100, 8.8000, 9.0000, 142737
2021-01-22, 8.7300, 8.8000, 8.5000, 8.7100, 70943
2021-01-21, 8.6970, 8.8400, 8.6200, 8.7875, 139246
2021-01-20, 8.4200, 8.5100, 8.2600, 8.3700, 151363
2021-01-19, 8.5100, 8.6100, 8.3300, 8.5100, 134368
2021-01-15, 8.4550, 8.4600, 8.2100, 8.2800, 196651
2021-01-14, 8.7600, 8.7900, 8.6400, 8.6900, 185168
2021-01-13, 8.7000, 8.8500, 8.6600, 8.7900, 122635
2021-01-12, 9.1000, 9.1000, 8.5200, 8.6000, 244369
2021-01-11, 9.0100, 9.1400, 8.8200, 9.1000, 171673
2021-01-08, 9.6900, 9.6900, 9.0600, 9.1600, 330773
2021-01-07, 9.1700, 9.6400, 9.1200, 9.6200, 829464
2021-01-06, 8.8800, 9.0200, 8.7000, 8.9450, 321968
2021-01-05, 8.5000, 8.5300, 8.3745, 8.4800, 194180
2021-01-04, 8.3500, 8.3500, 8.2400, 8.3100, 197507
2020-12-31, 8.2400, 8.2400, 8.0500, 8.0650, 136664
2020-12-30, 8.1000, 8.1000, 7.9600, 8.0000, 201982
2020-12-29, 8.0300, 8.0300, 7.8800, 7.9800, 271615
2020-12-28, 8.0000, 8.0600, 7.8600, 8.0600, 263811
2020-12-24, 7.8500, 7.8500, 7.7000, 7.7500, 133090
2020-12-23, 7.6900, 7.6900, 7.5000, 7.5800, 258634
2020-12-22, 7.6000, 7.6700, 7.5000, 7.6700, 341449
2020-12-21, 7.2600, 7.4400, 7.1800, 7.4200, 530208
2020-12-18, 7.5200, 7.5200, 7.1100, 7.2750, 1249903
2020-12-17, 6.8800, 7.1100, 6.8800, 7.0450, 50003
2020-12-16, 6.9700, 7.0600, 6.9200, 7.0200, 20515
2020-12-15, 6.8800, 7.0400, 6.8800, 7.0400, 12962
2020-12-14, 6.8900, 6.9700, 6.8100, 6.8900, 52852
2020-12-11, 6.8000, 7.0400, 6.8000, 7.0000, 16214
2020-12-10, 6.8700, 7.1200, 6.8000, 7.0200, 24284
2020-12-09, 6.9000, 6.9600, 6.8700, 6.9375, 39293
2020-12-08, 6.9750, 7.0700, 6.9200, 7.0150, 34859
2020-12-07, 7.0600, 7.1700, 7.0600, 7.1100, 22263
2020-12-04, 6.8000, 6.8900, 6.7600, 6.8400, 18102
2020-12-03, 6.9200, 6.9200, 6.7600, 6.8100, 31748
2020-12-02, 6.8800, 6.8800, 6.7950, 6.8725, 24897
2020-12-01, 7.0400, 7.0400, 6.9400, 6.9900, 24739
2020-11-30, 7.1800, 7.2300, 7.1200, 7.1800, 31705
2020-11-27, 6.8000, 6.9500, 6.6700, 6.9500, 8682
2020-11-25, 6.5400, 6.6400, 6.4200, 6.6150, 20719
2020-11-24, 6.5300, 6.5800, 6.4200, 6.5700, 31284
2020-11-23, 6.6700, 6.6700, 6.5700, 6.6100, 21292
2020-11-20, 6.5100, 6.6945, 6.5100, 6.6900, 10868
2020-11-19, 6.5200, 6.6300, 6.4500, 6.4900, 26551
2020-11-18, 6.4800, 6.5240, 6.3650, 6.5100, 76088
2020-11-17, 6.4300, 6.5200, 6.3600, 6.5200, 44039
2020-11-16, 6.4000, 6.4700, 6.3000, 6.4500, 19940
2020-11-13, 6.4800, 6.5900, 6.4200, 6.4700, 15813
2020-11-12, 6.6200, 6.6200, 6.4875, 6.5300, 34165
2020-11-11, 6.4950, 6.5200, 6.3900, 6.5200, 29945
2020-11-10, 5.9700, 6.1600, 5.9700, 6.1600, 17468
2020-11-09, 6.0300, 6.1100, 5.8700, 6.0025, 26369
2020-11-06, 6.1100, 6.1900, 6.0400, 6.1700, 12190
2020-11-05, 6.1200, 6.3300, 6.1200, 6.3100, 18202
2020-11-04, 5.9400, 5.9900, 5.8260, 5.9400, 35003
2020-11-03, 5.8900, 6.0800, 5.8900, 6.0100, 22362
2020-11-02, 5.7000, 5.7300, 5.6100, 5.6540, 18967
2020-10-30, 5.7500, 5.7500, 5.5700, 5.6300, 21625
2020-10-29, 5.7000, 5.7600, 5.6500, 5.7500, 18057
2020-10-28, 5.6700, 5.7700, 5.5900, 5.6200, 20456
2020-10-27, 5.8300, 5.8900, 5.7500, 5.7750, 10560
2020-10-26, 5.8700, 5.9100, 5.7500, 5.8320, 19741
2020-10-23, 5.8625, 5.9700, 5.8400, 5.9700, 8042
2020-10-22, 5.9200, 5.9750, 5.9000, 5.9400, 7901
2020-10-21, 6.0900, 6.0900, 5.9500, 5.9600, 16661
2020-10-20, 6.0980, 6.1500, 5.9900, 6.0075, 27292
2020-10-19, 5.9500, 6.0900, 5.9500, 6.0375, 18430
2020-10-16, 6.0100, 6.1200, 6.0000, 6.0630, 13824
2020-10-15, 6.0700, 6.1300, 6.0100, 6.0800, 15099
2020-10-14, 6.0900, 6.2400, 6.0900, 6.2100, 14406
2020-10-13, 6.0700, 6.0800, 5.9400, 6.0440, 14031
2020-10-12, 5.9900, 6.0800, 5.9000, 6.0700, 28458
2020-10-09, 5.8400, 5.9100, 5.7900, 5.8300, 19575
2020-10-08, 5.9400, 5.9400, 5.7500, 5.9000, 26075
2020-10-07, 5.7700, 5.9100, 5.7400, 5.9100, 14287
2020-10-06, 5.6550, 5.7300, 5.6200, 5.6200, 28448
2020-10-05, 5.6600, 5.8000, 5.6064, 5.7500, 14270
2020-10-02, 5.5900, 5.7200, 5.5500, 5.7000, 20719
2020-10-01, 5.5500, 5.7600, 5.5500, 5.7300, 21386
2020-09-30, 5.5000, 5.5000, 5.3600, 5.4500, 8874
2020-09-29, 5.3400, 5.5400, 5.2500, 5.3900, 15632
2020-09-28, 5.1900, 5.2000, 5.0600, 5.1900, 21772
2020-09-25, 4.8500, 5.0900, 4.8500, 5.0900, 13106
2020-09-24, 5.0500, 5.1100, 5.0500, 5.1000, 35130
2020-09-23, 5.1300, 5.1300, 4.9800, 5.0300, 37265
2020-09-22, 5.1200, 5.1200, 4.9200, 4.9900, 11681
2020-09-21, 5.1050, 5.2400, 5.0700, 5.2025, 22867
2020-09-18, 5.2300, 5.4000, 5.2100, 5.2400, 9334
2020-09-17, 5.3225, 5.3700, 5.2400, 5.2800, 8831
2020-09-16, 5.4100, 5.4800, 5.3400, 5.3640, 18095
2020-09-15, 5.2700, 5.3700, 5.2300, 5.3100, 8352
2020-09-14, 5.2000, 5.2500, 5.1525, 5.1600, 5195
2020-09-11, 5.0700, 5.2000, 5.0700, 5.0800, 9601
2020-09-10, 5.1800, 5.3200, 5.1200, 5.1275, 23997
2020-09-09, 5.0775, 5.3200, 5.0775, 5.1800, 26131
2020-09-08, 4.8900, 5.1175, 4.8900, 5.0900, 8728
2020-09-04, 5.1500, 5.1500, 4.8300, 4.9800, 25821
2020-09-03, 5.2400, 5.2725, 5.1500, 5.1750, 11325
2020-09-02, 5.3300, 5.4400, 5.3000, 5.3200, 15145
2020-09-01, 5.3000, 5.4300, 5.2500, 5.3700, 12346
2020-08-31, 5.2500, 5.3800, 5.2500, 5.2900, 21620
2020-08-28, 5.3200, 5.3400, 5.1700, 5.2550, 9716
2020-08-27, 5.3200, 5.3200, 5.1000, 5.1800, 38763
2020-08-26, 5.4500, 5.5300, 5.3500, 5.4800, 10631
2020-08-25, 5.3200, 5.4000, 5.3200, 5.3550, 5967
2020-08-24, 5.3300, 5.4425, 5.2900, 5.3700, 8179
2020-08-21, 5.3000, 5.3700, 5.2750, 5.3500, 7153
2020-08-20, 5.3850, 5.3850, 5.3000, 5.3200, 10000
2020-08-19, 5.4575, 5.5150, 5.3700, 5.4300, 27988
2020-08-18, 5.5800, 5.5800, 5.4500, 5.5000, 21122
2020-08-17, 5.4100, 5.4500, 5.3400, 5.4400, 18000
2020-08-14, 5.3700, 5.3900, 5.2700, 5.2800, 27812
2020-08-13, 5.3800, 5.4000, 5.2375, 5.3200, 31735
2020-08-12, 5.2500, 5.3200, 5.1300, 5.2500, 18367
2020-08-11, 5.0900, 5.2500, 5.0900, 5.1300, 15739
2020-08-10, 5.0400, 5.0400, 4.8000, 4.8200, 18068
2020-08-07, 4.8650, 4.9500, 4.7500, 4.8450, 26199
2020-08-06, 4.9800, 4.9800, 4.7700, 4.8175, 13893
2020-08-05, 5.0400, 5.0400, 4.7900, 4.8900, 9648
2020-08-04, 4.8700, 4.8700, 4.6200, 4.7300, 12586
2020-08-03, 4.7000, 4.8400, 4.5900, 4.6500, 13698
2020-07-31, 4.5900, 4.7800, 4.5900, 4.6100, 8489
2020-07-30, 4.5600, 4.8500, 4.4500, 4.7800, 29354
2020-07-29, 4.4500, 4.5800, 4.3800, 4.5300, 15365
2020-07-28, 4.4275, 4.5900, 4.4275, 4.4600, 20245
2020-07-27, 4.5000, 4.6000, 4.4900, 4.5550, 12963
2020-07-24, 4.3400, 4.5125, 4.3400, 4.4300, 16880
2020-07-23, 4.4900, 4.6200, 4.4200, 4.5200, 77449
2020-07-22, 4.4600, 4.5000, 4.4325, 4.4400, 28843
2020-07-21, 4.3700, 4.3700, 4.2900, 4.3300, 39300
2020-07-20, 4.3400, 4.3700, 4.2800, 4.3700, 22500
2020-07-17, 4.1500, 4.2500, 4.1500, 4.2100, 13700
2020-07-16, 4.1000, 4.1900, 4.1000, 4.1000, 41200
2020-07-15, 4.0900, 4.1300, 4.0700, 4.0900, 18600
2020-07-14, 3.7300, 3.8500, 3.7300, 3.8200, 15400
2020-07-13, 3.8900, 3.9400, 3.8800, 3.9200, 19800
2020-07-10, 3.8900, 3.9600, 3.8300, 3.8800, 3187100
2020-07-09, 3.9100, 3.9600, 3.8400, 3.9000, 1037100
2020-07-08, 3.7500, 3.8000, 3.7100, 3.8000, 26100
2020-07-07, 3.6900, 3.7400, 3.6800, 3.6800, 1800
2020-07-06, 3.7200, 3.7200, 3.6100, 3.6300, 12400
2020-07-02, 3.6200, 3.7300, 3.5100, 3.7300, 170200
2020-07-01, 3.5900, 3.5900, 3.4200, 3.5700, 837800
2020-06-30, 3.5200, 3.7500, 3.4600, 3.7100, 252300
2020-06-29, 3.5300, 3.5500, 3.4600, 3.5100, 1435600
2020-06-26, 3.5000, 3.5000, 3.4300, 3.4800, 731300
2020-06-25, 3.3200, 3.5000, 3.3200, 3.4700, 454600
2020-06-24, 3.4100, 3.4100, 3.3312, 3.3312, 998
2020-06-23, 3.3700, 3.3700, 3.3700, 3.3700, 0
2020-06-22, 3.2800, 3.4100, 3.2800, 3.3700, 600
2020-06-19, 3.1400, 3.2000, 3.1400, 3.1700, 5300
2020-06-18, 3.1600, 3.1600, 3.1100, 3.1600, 1800
2020-06-17, 3.4700, 3.4700, 3.4700, 3.4700, 200
2020-06-16, 3.4200, 3.4300, 3.3200, 3.3700, 2200
2020-06-15, 3.3300, 3.3500, 3.3300, 3.3500, 300
2020-06-12, 3.3500, 3.3500, 3.3500, 3.3500, 600
2020-06-11, 3.4300, 3.4300, 3.2600, 3.2600, 2000
2020-06-10, 3.5400, 3.5600, 3.5400, 3.5600, 1700
2020-06-09, 3.4600, 3.5500, 3.4300, 3.5500, 1500
2020-06-08, 3.5600, 3.5600, 3.4600, 3.4600, 900
2020-06-05, 3.4300, 3.4300, 3.4200, 3.4200, 20600
2020-06-04, 3.4800, 3.4800, 3.3300, 3.3300, 59200
2020-06-03, 3.3700, 3.4000, 3.3500, 3.3900, 2400
2020-06-02, 3.4000, 3.4000, 3.3400, 3.3500, 7000
2020-06-01, 3.3500, 3.3500, 3.3500, 3.3500, 500
2020-05-29, 3.4000, 3.4300, 3.3100, 3.3200, 3600
2020-05-28, 3.1800, 3.3000, 3.1800, 3.2800, 2100
2020-05-27, 3.1800, 3.1800, 3.1800, 3.1800, 99
2020-05-26, 3.1300, 3.1800, 3.1300, 3.1800, 300
2020-05-22, 3.0000, 3.0000, 2.9800, 2.9800, 200
2020-05-21, 2.9800, 2.9800, 2.9700, 2.9700, 900
2020-05-20, 2.8800, 2.8800, 2.8700, 2.8700, 15500
2020-05-19, 2.8300, 2.8300, 2.8300, 2.8300, 400
2020-05-18, 2.9400, 3.0300, 2.9400, 3.0300, 1700
2020-05-15, 2.9100, 2.9500, 2.9100, 2.9500, 1700
2020-05-14, 2.9100, 2.9100, 2.9100, 2.9100, 263
2020-05-13, 2.9100, 2.9100, 2.9100, 2.9100, 0
2020-05-12, 3.0000, 3.0000, 2.9100, 2.9100, 700
2020-05-11, 2.8800, 2.8800, 2.8700, 2.8700, 1300
2020-05-08, 2.9000, 2.9000, 2.9000, 2.9000, 0
2020-05-07, 2.9000, 2.9000, 2.9000, 2.9000, 200
2020-05-06, 2.8900, 2.8900, 2.8900, 2.8900, 11
2020-05-05, 2.8900, 2.8900, 2.8900, 2.8900, 300
2020-05-04, 2.7800, 2.8000, 2.7800, 2.8000, 14000
2020-05-01, 3.0000, 3.0000, 2.9900, 2.9900, 1000
2020-04-30, 3.0200, 3.0200, 2.8800, 2.8800, 1500
2020-04-29, 2.9500, 2.9900, 2.9500, 2.9900, 5800
2020-04-28, 2.9700, 2.9700, 2.9700, 2.9700, 500
2020-04-27, 2.8800, 2.9100, 2.8800, 2.9100, 800
2020-04-24, 2.9600, 2.9600, 2.9600, 2.9600, 200
2020-04-23, 2.8800, 2.8800, 2.8800, 2.8800, 400
2020-04-22, 3.0000, 3.0000, 3.0000, 3.0000, 100
2020-04-21, 3.0200, 3.0200, 2.9000, 3.0000, 500
2020-04-20, 2.9700, 2.9700, 2.9000, 2.9000, 1500
2020-04-17, 2.9400, 2.9900, 2.9400, 2.9900, 7100
2020-04-16, 2.8300, 2.8300, 2.7100, 2.7500, 4200
2020-04-15, 2.8700, 2.8700, 2.8700, 2.8700, 800
2020-04-14, 2.9000, 2.9000, 2.9000, 2.9000, 1200
2020-04-13, 3.0100, 3.0100, 3.0000, 3.0000, 700
2020-04-09, 3.0000, 3.0000, 3.0000, 3.0000, 300
2020-04-08, 2.9100, 2.9100, 2.9100, 2.9100, 0
2020-04-07, 2.9100, 2.9100, 2.9100, 2.9100, 0
2020-04-06, 2.8400, 2.9100, 2.8400, 2.9100, 1500
2020-04-03, 2.9000, 2.9000, 2.9000, 2.9000, 0
2020-04-02, 2.8500, 2.9000, 2.8100, 2.9000, 700
2020-04-01, 2.9000, 2.9000, 2.9000, 2.9000, 2100
2020-03-31, 2.8700, 2.9700, 2.8700, 2.9700, 2400
2020-03-30, 2.8500, 2.8500, 2.8500, 2.8500, 12
2020-03-27, 2.9000, 2.9000, 2.7700, 2.8500, 1400
2020-03-26, 2.9700, 2.9700, 2.9700, 2.9700, 6600
2020-03-25, 3.0000, 3.0000, 3.0000, 3.0000, 400
2020-03-24, 2.8000, 3.1800, 2.8000, 2.8300, 4200
2020-03-23, 2.6400, 2.6800, 2.6400, 2.6800, 2800
2020-03-20, 2.5800, 2.5800, 2.5800, 2.5800, 0
2020-03-19, 2.5800, 2.5800, 2.5800, 2.5800, 7500
2020-03-18, 2.8200, 2.8600, 2.8100, 2.8200, 6000
2020-03-17, 2.6600, 3.0300, 2.6600, 3.0300, 7200
2020-03-16, 2.7500, 2.7500, 2.7500, 2.7500, 130
2020-03-13, 2.7400, 2.8200, 2.5900, 2.7500, 16800
2020-03-12, 2.5800, 2.5800, 2.3900, 2.4100, 6200
2020-03-11, 2.9000, 2.9000, 2.7600, 2.8700, 13800
2020-03-10, 3.0700, 3.0700, 2.9000, 2.9000, 3300
2020-03-09, 3.0800, 3.0800, 3.0300, 3.0300, 800
2020-03-06, 3.2900, 3.2900, 3.2900, 3.2900, 4
2020-03-05, 3.3700, 3.3700, 3.2900, 3.2900, 2600
2020-03-04, 3.4200, 3.4600, 3.4200, 3.4600, 3200
2020-03-03, 3.3400, 3.3700, 3.2400, 3.2400, 1600
2020-03-02, 3.2900, 3.2900, 3.2900, 3.2900, 800
2020-02-28, 3.0700, 3.0700, 3.0700, 3.0700, 1600
2020-02-27, 3.1500, 3.2200, 3.1200, 3.1200, 3200
2020-02-26, 3.1900, 3.1900, 3.1500, 3.1500, 1600
2020-02-25, 3.2400, 3.2400, 3.1700, 3.1700, 2600
2020-02-24, 3.3000, 3.3000, 3.2000, 3.2000, 6500
2020-02-21, 3.4700, 3.4900, 3.4500, 3.4900, 3900
2020-02-20, 3.4600, 3.4900, 3.4200, 3.4500, 8700
2020-02-19, 3.3900, 3.3900, 3.3900, 3.3900, 31
2020-02-18, 3.3900, 3.3900, 3.3900, 3.3900, 34
2020-02-14, 3.3900, 3.3900, 3.3900, 3.3900, 200
2020-02-13, 3.3900, 3.3900, 3.3900, 3.3900, 0
2020-02-12, 3.3900, 3.3900, 3.3900, 3.3900, 1000
2020-02-11, 3.4400, 3.4600, 3.3400, 3.4600, 11100
2020-02-10, 3.2600, 3.2600, 3.2400, 3.2400, 600
2020-02-07, 3.3000, 3.3000, 3.2800, 3.2800, 900
2020-02-06, 3.3800, 3.3800, 3.3800, 3.3800, 200
2020-02-05, 3.7400, 3.7400, 3.5950, 3.5950, 3525
2020-02-04, 3.4800, 3.9800, 3.4800, 3.7500, 12600
2020-02-03, 3.3200, 3.3200, 3.3200, 3.3200, 300
2020-01-31, 3.1358, 3.1358, 3.1358, 3.1358, 1083
2020-01-30, 3.1700, 3.2000, 3.1300, 3.1550, 9636
2020-01-29, 3.4400, 3.4800, 3.4400, 3.4800, 1900
2020-01-28, 3.3500, 3.3500, 3.3500, 3.3500, 10003
2020-01-27, 3.3500, 3.3500, 3.3500, 3.3500, 0
2020-01-24, 3.4100, 3.4100, 3.3500, 3.3500, 4600
2020-01-23, 3.3800, 3.4400, 3.3400, 3.3400, 15300
2020-01-22, 3.3600, 3.3600, 3.3600, 3.3600, 10
2020-01-21, 3.3600, 3.3600, 3.3600, 3.3600, 1100
2020-01-17, 3.3400, 3.3800, 3.3400, 3.3800, 1600
2020-01-16, 3.3600, 3.3600, 3.3500, 3.3500, 1900
2020-01-15, 3.2700, 3.2700, 3.2700, 3.2700, 1
2020-01-14, 3.2700, 3.2700, 3.2700, 3.2700, 300
2020-01-13, 3.2800, 3.3300, 3.2800, 3.2900, 5100
2020-01-10, 3.3200, 3.3300, 3.3000, 3.3300, 3300
2020-01-09, 3.3500, 3.3500, 3.3300, 3.3500, 3000
2020-01-08, 3.3200, 3.3200, 3.3200, 3.3200, 78
2020-01-07, 3.3200, 3.3200, 3.3200, 3.3200, 300
2020-01-06, 3.4200, 3.4200, 3.3300, 3.4100, 8100
2020-01-03, 3.4900, 3.4900, 3.3700, 3.3700, 1200
2020-01-02, 3.4800, 3.5000, 3.4800, 3.4900, 1700
2019-12-31, 3.5000, 3.5000, 3.5000, 3.5000, 12
2019-12-30, 3.5200, 3.5200, 3.5000, 3.5000, 800
2019-12-27, 3.4800, 3.5100, 3.4400, 3.5100, 3900
2019-12-26, 3.4000, 3.4800, 3.4000, 3.4500, 9800
2019-12-24, 3.5300, 3.5300, 3.5300, 3.5300, 0
2019-12-23, 3.5300, 3.5300, 3.5300, 3.5300, 200
2019-12-20, 3.4800, 3.6300, 3.4800, 3.4800, 5900
2019-12-19, 3.4400, 3.4700, 3.4100, 3.4100, 4400
2019-12-18, 3.4500, 3.4500, 3.4500, 3.4500, 25
2019-12-17, 3.5300, 3.5300, 3.4200, 3.4500, 2500
2019-12-16, 3.4100, 3.5400, 3.4100, 3.5400, 3200
2019-12-13, 3.3900, 3.3900, 3.3700, 3.3900, 5100
2019-12-12, 3.2300, 3.3600, 3.2300, 3.3600, 10000
2019-12-11, 3.2000, 3.2000, 3.2000, 3.2000, 500
2019-12-10, 3.1300, 3.1300, 3.1300, 3.1300, 500
2019-12-09, 3.1900, 3.2300, 3.1900, 3.2300, 200
2019-12-06, 3.1600, 3.1600, 3.1600, 3.1600, 0
2019-12-05, 3.1600, 3.1600, 3.1600, 3.1600, 2800
2019-12-04, 3.2200, 3.2200, 3.2200, 3.2200, 1000
2019-12-03, 3.1700, 3.1700, 3.1600, 3.1700, 1500
2019-12-02, 3.1900, 3.2100, 3.1600, 3.2000, 2100
2019-11-29, 3.0600, 3.0600, 3.0600, 3.0600, 0
2019-11-27, 3.0600, 3.0600, 3.0600, 3.0600, 164
2019-11-26, 3.0600, 3.0600, 3.0600, 3.0600, 0
2019-11-25, 3.1000, 3.1000, 3.0600, 3.0600, 4200
2019-11-22, 2.8900, 2.8900, 2.8400, 2.8400, 2200
2019-11-21, 2.8600, 2.8600, 2.8600, 2.8600, 0
2019-11-20, 2.9100, 2.9100, 2.8600, 2.8600, 1600
2019-11-19, 3.0300, 3.0300, 3.0300, 3.0300, 1000
2019-11-18, 2.9800, 2.9800, 2.9600, 2.9600, 600
2019-11-15, 3.0300, 3.0500, 3.0300, 3.0500, 12200
2019-11-14, 2.9700, 2.9900, 2.9500, 2.9900, 900
2019-11-13, 2.8300, 2.8900, 2.8300, 2.8900, 2600
2019-11-12, 2.8400, 2.8500, 2.7800, 2.8500, 6400
2019-11-11, 2.8500, 2.8500, 2.8000, 2.8500, 3000
2019-11-08, 2.8100, 2.8300, 2.7400, 2.8300, 10100
2019-11-07, 2.7000, 2.8200, 2.7000, 2.8200, 352700
2019-11-06, 2.7100, 2.7500, 2.6200, 2.6600, 589300
2019-11-05, 2.5900, 2.6200, 2.5900, 2.6200, 5300
2019-11-04, 2.8900, 2.8900, 2.8800, 2.8800, 75700
2019-11-01, 2.8500, 2.8600, 2.8500, 2.8600, 1100
2019-10-31, 2.6800, 2.6800, 2.6800, 2.6800, 100
2019-10-30, 2.6500, 2.6800, 2.6500, 2.6800, 3100
2019-10-29, 2.7800, 2.7800, 2.7800, 2.7800, 600
2019-10-28, 2.7900, 2.8500, 2.7900, 2.8500, 1200
2019-10-25, 2.7500, 2.7900, 2.7500, 2.7900, 4000
2019-10-24, 2.6800, 2.7600, 2.6800, 2.7600, 1300
2019-10-23, 2.7600, 2.7600, 2.7600, 2.7600, 0
2019-10-22, 2.7600, 2.7600, 2.7600, 2.7600, 100
2019-10-21, 2.7600, 2.7600, 2.7600, 2.7600, 1800
2019-10-18, 2.7400, 2.7400, 2.7400, 2.7400, 100
2019-10-17, 2.7400, 2.7400, 2.7400, 2.7400, 1050
2019-10-16, 2.5900, 2.5900, 2.5900, 2.5900, 1
2019-10-15, 2.5900, 2.5900, 2.5900, 2.5900, 0
