_type,about,category,datePublished,description,image._type,image.thumbnail._type,image.thumbnail.contentUrl,image.thumbnail.height,image.thumbnail.width,mentions,name,provider,url
NewsArticle,,,2021-04-05T15:25:00.0000000Z,"8Bitdo’s series of third-party controllers has gone from strength to strength, and the Pro 2 gamepad is the latest addition. At first glance, it looks almost identical to the Pro+ that we tested ...",,,,,,,8Bitdo’s Pro 2 sneaks premium features into a $50 gamepad,"[{'_type': 'Organization', 'name': 'Engadget'}]",https://www.engadget.com/8-bitdo-pro-2-controller-review-150053234.html
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/3f9ca34f-643d-b2fa-ed7f-811996d90b97', 'name': 'Dow Jones Industrial Average'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/9f417f89-9a37-e0d0-912e-99dccfb8982d', 'name': 'Reuters'}]",,2021-04-05T23:01:00.0000000Z,Tesla Inc shares climbed 4.43% as one of the biggest boosts to the S&P after the world’s most valuable automaker posted record deliveries. Volume on U.S. exchanges was 10.05 billion shares ...,,,,,,,"Strong economic data lifts Dow, S&P 500 to record closes","[{'_type': 'Organization', 'name': 'Reuters'}]",https://www.reuters.com/article/us-usa-stocks-idUSKBN2BS0TW
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/22ce1664-ceb1-c7fa-b37c-debd3c596e15', 'name': 'Aurora'}]",,2021-04-04T15:17:00.0000000Z,"Aurora's founders include self-driving veterans from Tesla and Alphabet's Waymo. Aurora last year said its first commercial product would be in trucking ""where the market is largest (and ...",,,,,,,"Aurora, Volvo partner on self-driving heavy trucks","[{'_type': 'Organization', 'name': 'Autoblog'}]",https://www.autoblog.com/2021/04/04/volvo-aurora-autonomous-trucks/
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/cad484f9-be75-7a78-12dd-16233f823cd7', 'name': 'Joe Biden'}]",,2021-04-07T23:12:00.0000000Z,"Companies that are underperforming the average can buy credits from companies with an excess. Tesla, for example, has sold credits to then-Fiat Chrysler and GM. (Certain vehicles, including many ...",,,,,,,Biden admin could set emissions limits so low gas cars can’t meet them,"[{'_type': 'Organization', 'name': 'Ars Technica'}]",https://arstechnica.com/tech-policy/2021/04/biden-admin-could-set-emissions-limits-so-high-gas-cars-cant-meet-them/
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/041e9274-4f2b-43a6-e831-032d8582d831', 'name': 'Maid of the Mist Stakes'}]",,2021-04-09T11:11:00.0000000Z,"NIAGARA FALLS, N.Y. — In a familiar spring ritual, Maid of the Mist boats should return to the lower Niagara Gorge by the end of the month, said Chris Glynn, Maid of the Mist Corp. president.",,,,,,,Maid of Mist boats to set sail this month,"[{'_type': 'Organization', 'name': 'WGRZ'}]",https://www.wgrz.com/article/travel/maid-of-mist-boats-to-set-sail-this-month/71-39b75289-3e8a-41e9-a19a-ecede113a71e
NewsArticle,,,2021-04-07T00:23:00.0000000Z,"As AI-powered software that can identify human emotions becomes more commonplace, a new browser games wants to illustrate the limits of the technology. Spotted by The Verge, the Emojify Project ...",,,,,,,This browser game shows the limits of AI emotion recognition software,"[{'_type': 'Organization', 'name': 'Engadget'}]",https://www.engadget.com/ai-emotion-recognition-game-182056088.html
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/650dbf81-adaf-26a3-e109-3cfa19d80bf4', 'name': 'Electric vehicle'}]",,2021-04-02T18:57:00.0000000Z,"Tesla’s sales of electric Model 3 sedans and Y hatchbacks grew in the first quarter, helping Elon Musk’s highly valued automaker report delivery figures that topped analysts’ expectations ...",,,,,,,"Tesla’s Quarterly Electric Vehicle Deliveries Top Expectations, But Growth Pace Cools","[{'_type': 'Organization', 'name': 'Forbes'}]",https://www.forbes.com/sites/alanohnsman/2021/04/02/teslas-quarterly-electric-vehicle-deliveries-top-expectations-but-growth-pace-cools/
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/d4818179-906e-0a4f-d84c-4829268de7f0', 'name': 'FedEx'}]",,2021-04-07T16:12:00.0000000Z,"MCLEANSVILLE, N.C. — A viewer sent us his doorbell camera video that shows a FedEx worker throwing his package the last few feet to the door. Shannon Thomasson said he was in the kitchen when he ...",,,,,,,Caught on camera: FedEx driver tosses package to door,"[{'_type': 'Organization', 'name': 'WFMY News2'}]",https://www.wfmynews2.com/article/news/local/caught-on-camera-fedex-delivery-driver-throws-package-to-door/83-9162d93e-3bbd-4b3e-9a71-ad5d48c9acf5
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/79464325-4ebf-5477-3c6f-975a3cb4d4a4', 'name': 'Michael Bloomberg'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/3b8ddb1a-cf19-ee77-560d-9dfa00ddf070', 'name': 'European Union'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/ab4eecd6-bb29-df59-db38-bf48ce406972', 'name': 'AstraZeneca'}]",Health,2021-04-07T15:10:00.0000000Z,"Two drug regulators issued a warning about AstraZeneca Plc’s Covid-19 vaccine, acknowledging a link to a rare type of blood clots and prompting the U.K. to limit the shot’s use in younger ...",,,,,,,U.K. to Avoid Astra Shots for Under 30s as EU Sees Clot Risk,"[{'_type': 'Organization', 'name': 'Bloomberg'}]",https://www.bloomberg.com/news/articles/2021-04-07/eu-regulator-sees-possible-link-between-astra-shot-and-clots-kn7iqkpz
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/ef0c0f37-bad2-bd1a-ad90-888ea76346bb', 'name': 'Long Island'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/560aa8d8-86cb-0e2d-48fa-6ca420ff44de', 'name': 'Convenience store'}]",US,2021-04-10T20:54:00.0000000Z,"A man was shot dead by a rival inside a Long Island convenience store early Saturday, police said. Darnell Snell was inside the Wyandanch Convenience Store on Merritt Ave. around 12:45 a.m. when ...",,,,,,,Man gunned down in Long Island convenience store,"[{'_type': 'Organization', 'name': 'New York Daily News'}]",https://www.nydailynews.com/new-york/nyc-crime/ny-man-shot-dead-long-island-convenience-store-20210410-bb7lq6a4ijcznpuopfnefbmlcu-story.html
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/8a6a4f67-6f18-895e-f565-4340f3f76bb5', 'name': 'Uber'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/f3b8d589-d69d-9007-3eb6-dcfc16492550', 'name': 'Blind'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/3541df7e-69f5-3cd9-075d-267b9c261694', 'name': 'Word-sense induction'}]",,2021-04-03T03:21:00.0000000Z,"A blind woman won a $1.1 million arbitration case against Uber, her attorneys announced Thursday. Lisa Irving, a San Francisco resident, said 14 Uber drivers discriminated against her. Some ...",,,,,,,Uber to pay $1.1 million for drivers’ discrimination against blind woman,"[{'_type': 'Organization', 'name': 'New York Daily News'}]",https://www.nydailynews.com/news/national/ny-uber-blind-woman-settlement-million-20210403-i47vr6cqqnberflnqrbe5llonm-story.html
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/ef0c0f37-bad2-bd1a-ad90-888ea76346bb', 'name': 'Long Island'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/5faf804f-47aa-7da0-bb31-fa26d0ff916c', 'name': 'Jeep'}]",US,2021-04-09T18:01:00.0000000Z,"A man and his dog were both killed by a Jeep while crossing the street on Long Island, cops said. The fatal crash happened Thursday night along Merrick Road near Forest Ave. in Massapequa, Nassau ...",,,,,,,"Man, 30, and his dog killed by Jeep on Long Island","[{'_type': 'Organization', 'name': 'New York Daily News'}]",https://www.nydailynews.com/new-york/ny-fatal-crash-long-island-man-dog-killed-20210409-vyd7ce3lfbdgzgwcqibmymv7ba-story.html
NewsArticle,,,2021-04-05T04:50:00.0000000Z,"A former Southwest Airlines pilot “intentionally committed an act of lewd, indecent and obscene exposure of his genitals in a public place,” during an August flight from Philadelphia to ...",,,,,,,"Airline pilot ‘began, continued (and) completed’ a lewd act whille in flight","[{'_type': 'Organization', 'name': 'New York Daily News'}]",https://www.nydailynews.com/news/national/ny-airline-pilot-indecent-exposure-20210405-ou5glikc5rgadh3kqgzrdnq2zm-story.html
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/fe217755-2d46-1c61-dded-740ff4500899', 'name': 'Boris Johnson'}]",,2021-04-10T14:00:00.0000000Z,"Slate’s homepage editors spend a lot of time looking for editorial photos to put on our site. Those searches sometimes yield unexpected results: random, perplexing, and mesmerizing photos that ...",,,,,,,The Best Photos We Didn’t Use This Week: Is Boris Johnson Living in a Children’s Book?,"[{'_type': 'Organization', 'name': 'Slate'}]",https://slate.com/news-and-politics/2021/04/best-photo-boris-johnson-childrens-book.html
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/a0eda834-494d-49d5-ffa3-2f97591cddce', 'name': 'Volvo Cars'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/254deb6c-beae-990c-e0a5-f1b9610a864e', 'name': 'Insurance Institute for Highway Safety'}]",,2021-04-03T07:26:00.0000000Z,"Volvo built basically its entire brand on the idea that its cars were safe. Supersafe, even, and that's why it's not much of a surprise to see that the bulk of its lineup has already snagged ...",,,,,,,Volvo adds 5 more models to the IIHS Top Safety Pick Plus list,"[{'_type': 'Organization', 'name': 'CNET'}]",https://www.cnet.com/roadshow/news/volvo-adds-5-more-models-to-the-iihs-top-safety-pick-plus-list/
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/020da8fb-31f7-7aeb-dea0-480ae98792d0', 'name': 'General Motors'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/b09a01ed-cc2b-fdee-1e94-5f5a5d1c0a3c', 'name': 'The Motley Fool'}]",,2021-04-06T00:42:00.0000000Z,"Still, Tesla remains a formidable rival, and fellow auto titan Volkswagen recently unveiled an ambitious plan to become the largest seller of EVs by 2025. Yet GM's battery technology is impressive ...",,,,,,,Why General Motors Stock Popped Today,"[{'_type': 'Organization', 'name': 'The Motley Fool'}]",https://www.fool.com/investing/2021/04/05/why-general-motors-stock-popped-today/
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/79464325-4ebf-5477-3c6f-975a3cb4d4a4', 'name': 'Michael Bloomberg'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/cad484f9-be75-7a78-12dd-16233f823cd7', 'name': 'Joe Biden'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/502b5268-992d-26c9-a0d8-6f206338406e', 'name': 'Iran'}]",World,2021-04-08T13:42:00.0000000Z,Eli Lake is a Bloomberg Opinion columnist covering national security and foreign policy. He was the senior national security correspondent for the Daily Beast and covered national security and ...,,,,,,,Biden Cannot Allow Iran to Keep Its Weapons Program,"[{'_type': 'Organization', 'name': 'Bloomberg'}]",https://www.bloomberg.com/opinion/articles/2021-04-08/biden-cannot-allow-iran-to-keep-its-nuclear-weapons-program
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/4f339119-2e4b-79a4-d057-1b2bad7f3fd6', 'name': 'WREK'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/61cfcfbd-cd4d-47b0-e3b2-5bb2f9c6675a', 'name': 'Lamborghini'}]",,2021-04-08T10:00:00.0000000Z,"All have been built in his family’s garage. His personal favorite retrofit? Swapping a V-8 engine into a Tesla. Image Rich Benoit said he “kept working my way up to Teslas, Audis and now the ...",,,,,,,"From the Charred Wreck of a Lamborghini, a D.I.Y. Supercar","[{'_type': 'Organization', 'name': 'New York Times'}]",https://www.nytimes.com/2021/04/08/business/salvage-lamborghini-ferrari.html
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/b026ba8d-76b4-68f2-ec49-dbcb36d63c2a', 'name': 'Star Wars Episode IV: A New Hope'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/b83d549f-1d62-a989-a518-4fdc76be546e', 'name': 'Campaign'}]",,2021-04-24T19:30:00.0000000Z,Loveland’s Rialto Theater and nonprofit partner Backstage Rialto are launching a fundraising drive next month to purchase their own high-definition video wall for the downtown venue.,ImageObject,ImageObject,https://www.bing.com/th?id=OVFT.mC4Xps1CPGYtzqWQgJ240y&pid=News,466,700,,Rialto Theater campaign to buy video wall kicks off May 4 with ‘Star Wars’ screening,"[{'_type': 'Organization', 'name': 'Reporter-Herald'}]",https://www.reporterherald.com/2021/04/24/rialto-theater-campaign-to-buy-video-wall-kicks-off-may-4-with-star-wars-screening/
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/7410b799-6a44-9ea1-d8ab-7d04dfee48d8', 'name': 'NASA'}]",ScienceAndTechnology,2021-04-10T18:02:00.0000000Z,"NASA engineers have decided to delay the Ingenuity helicopter’s debut flight on Mars to at least Wednesday, April 14th, after running into a minor computer glitch during a rotor spin test late ...",,,,,,,First flight test for NASA’s Ingenuity helicopter pushed to Wednesday,"[{'_type': 'Organization', 'name': 'The Verge'}]",https://www.theverge.com/2021/4/10/22377299/nasa-ingenuity-mars-helicopter-flight-delayed-wednesday
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/3009d91d-d582-4c34-85ba-772ba09e5be1', 'name': 'California'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/100260b1-b8d2-e302-103d-544bca3c77b9', 'name': 'Cash'}]",,2021-04-05T16:04:00.0000000Z,"This past week, President Joe Biden announced his first slate of federal judicial nominees. The list contained a diverse and seemingly brilliant set of lawyers and judges from all manner of profes ...",,,,,,,What Progressives Can Learn From California Eliminating Cash Bail,"[{'_type': 'Organization', 'name': 'Slate'}]",https://slate.com/news-and-politics/2021/04/california-cash-bail-turner-judge-kruger.html
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/6ecd9bec-a4be-c76f-9d3b-84c7be52f6cb', 'name': 'Brooklyn Nets'}]",,2021-04-06T04:01:00.0000000Z,"The Nets need some Raid. Or maybe it’s OFF! How about a fly swatter? Or maybe, just maybe, they need to catch a damn break. The injury bug has infested Brooklyn. The Nets haven’t been healthy ...",,,,,,,"Injuries are the only thing that can slow these Nets, and they are right now","[{'_type': 'Organization', 'name': 'New York Daily News'}]",https://www.nydailynews.com/sports/basketball/nets/ny-harden-hamstring-injury-20210406-d7lpmcgtqjfmpk4euuolmmaopy-story.html
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/d104f492-36f0-3246-f9f7-c35dae370b2c', 'name': 'Eric Adams'}]",,2021-04-06T20:03:00.0000000Z,"Brooklyn Borough President Eric Adams accused opponents in the New York City mayoral race of keeping quiet on rising gun violence, as he rolled out a buffet of proposals on Tuesday to stop the bar ...",,,,,,,"NYC mayoral candidate Eric Adams accuses rivals of remaining silent on shootings, details gun proposals","[{'_type': 'Organization', 'name': 'New York Daily News'}]",https://www.nydailynews.com/news/politics/nyc-elections-2021/ny-nyc-mayoral-candidate-eric-adams-gun-violence-20210406-m7iwpwouerddxbqy52ry635hyq-story.html
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/ad99c262-d92e-4e88-87f7-5c66752fec36', 'name': 'Houston'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/99cd2659-504a-36b2-d9ce-16305d80c2ed', 'name': 'KTRK-TV'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/3009d91d-d582-4c34-85ba-772ba09e5be1', 'name': 'California'}]",,2021-04-05T21:25:00.0000000Z,"That means lower income families may have to move further away from the city center to find affordable housing, making their commutes longer and more expensive. As for counting on California to ...",,,,,,,California is coming to Texas! Why more people moving to Lone Star State,"[{'_type': 'Organization', 'name': 'abc13.com'}]",https://abc13.com/californians-move-to-texas-why-are-more-people-moving-rice-university-kinder-institute-for-urban-research/10474404/
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/fe543041-458c-1c5a-9fb3-c5cb4b679d19', 'name': 'Pregnancy'}]",,2021-04-08T03:05:00.0000000Z,HOUSTON — Houston police released new details Monday in the shooting of a pregnant woman killed Easter Sunday in the Westchase area. Investigators have identified the victim as Brianna Navarro ...,,,,,,,Easter tragedy: Pregnant woman shot to death during incident on west Houston road,"[{'_type': 'Organization', 'name': 'KHOU 11'}]",https://www.khou.com/article/news/crime/fatal-shooting-richmond-houston-police/285-f4453bb3-0848-4a76-bbf5-b75dce9e6289
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/79464325-4ebf-5477-3c6f-975a3cb4d4a4', 'name': 'Michael Bloomberg'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/b6759e8a-2c0f-9128-0adb-4afa14151916', 'name': 'Mercedes-Benz'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/7c82af93-1576-b827-8753-2ca88710806e', 'name': 'BMW'}]",Business,2021-04-08T09:06:00.0000000Z,"A year after German luxury-car makers’ bleakest period in decades, business has never been better. BMW AG on Thursday joined rival Mercedes-Benz in reporting record first-quarter vehicle ...",,,,,,,BMW and Mercedes Start the Year With Worldwide Sales Records,"[{'_type': 'Organization', 'name': 'Bloomberg'}]",https://www.bloomberg.com/news/articles/2021-04-08/bmw-and-mercedes-start-the-year-with-worldwide-sales-records
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/18e5062f-a793-addb-9494-e2954f77eec5', 'name': 'University of Houston'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/99cd2659-504a-36b2-d9ce-16305d80c2ed', 'name': 'KTRK-TV'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/ad99c262-d92e-4e88-87f7-5c66752fec36', 'name': 'Houston'}]",,2021-04-06T08:52:00.0000000Z,"HOUSTON, Texas (KTRK) -- While the season may have come to an end for the University of Houston men's basketball team, many Houstonians are still very proud of their run and appearance in the NCAA ...",,,,,,,No Layups: David and Raheel recap UH men's basketball's epic season,"[{'_type': 'Organization', 'name': 'abc13.com'}]",https://abc13.com/university-of-houston-ncaa-basketball-march-madness-uh-coogs/10484336/
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/424dcc23-810f-1f93-5c6c-084ec2611bd5', 'name': 'Brooklyn'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/c154fd5b-d3e7-1973-ac61-5c10b65126cf', 'name': 'Girl'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/f7385d5e-3126-f605-1260-e49a8e5a37aa', 'name': 'Bullet'}]",,2021-04-06T04:01:00.0000000Z,"A 5-year-old girl was grazed in the head by a bullet as she played on a sidewalk just steps from her Brooklyn home Monday, police said. The little girl was coming home from shopping with her ...",,,,,,,‘She turned and felt the pain’: 5-year-old girl grazed in the head by bullet in Brooklyn,"[{'_type': 'Organization', 'name': 'New York Daily News'}]",https://www.nydailynews.com/new-york/nyc-crime/ny-girl-grazed-bullet-brookyn-20210406-rw2erqmckfbn7jzcirc7yspl5m-story.html
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/d26ebec1-10e2-1ded-32a1-7ed409e80dae', 'name': 'Phillip Adams'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/7c58267c-b73d-bdd3-40e5-9869f2162206', 'name': 'Shooting'}]",,2021-04-10T07:38:00.0000000Z,"The brain of Phillip Adams, the former NFL player suspected of gunning down five people in Rock Hill, S.C., will be tested for a brain disease common among ex-players. Adams fatally shot five ...",,,,,,,Brain of S.C. shooting suspect and ex-NFL player Phillip Adams to be tested for CTE,"[{'_type': 'Organization', 'name': 'New York Daily News'}]",https://www.nydailynews.com/news/national/ny-phillip-adams-south-carolina-shooting-brain-test-cte-20210410-rclw7cyucnbszeg3oicqtbtkky-story.html
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/5d704058-cc77-55e4-ff7a-48c0e9316606', 'name': 'Hummer'}]",,2021-04-06T14:04:00.0000000Z,"Well, GM is at it again, having just revealed an SUV version of its forthcoming all-electric Hummer. This model looks to be just as much of a rock-crushing, dirt-flinging, whoop-eating machine as ...",,,,,,,2024 GMC Hummer electric SUV: Here's how it compares to the H1 Alpha 'Humvee',"[{'_type': 'Organization', 'name': 'CNET'}]",https://www.cnet.com/roadshow/news/2024-gmc-hummer-ev-suv-h1-alpha-spec-comparison/
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/64f4294b-412e-7a4d-2ef8-60134c55642f', 'name': 'Queens'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/9e77151e-2bd0-e640-e6a4-8c00d2f15924', 'name': 'New York City Police Department'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/f6b4157d-8466-3010-b230-8e726b545851', 'name': 'Shoot'}]",,2021-04-06T06:36:00.0000000Z,"The commanding officer of a Queens police precinct shot himself in an apparent suicide Monday, the NYPD confirmed Monday night. Deputy Inspector Denis Mullaney, who commands the 107th Precinct, ca ...",,,,,,,NYPD precinct commander shoots self in Queens: sources,"[{'_type': 'Organization', 'name': 'New York Daily News'}]",https://www.nydailynews.com/new-york/nyc-crime/ny-queens-deputy-inspector-shoots-self-20210405-iwo4yvvrdnfr7lhtavynjgq2nu-story.html
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/79464325-4ebf-5477-3c6f-975a3cb4d4a4', 'name': 'Michael Bloomberg'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/f5ffb882-7230-f3fe-7141-cde5f4b5ed1a', 'name': 'Singapore'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/2d95ee9c-a8a0-d6fa-69b7-f6d996f0c946', 'name': 'Bitcoin'}]",,2021-04-06T03:27:00.0000000Z,"Singapore once again warned the public about the risks of trading cryptocurrencies like Bitcoin, a market that while relatively small in the city-state ... with the likes of Tesla Inc. saying ...",,,,,,,Singapore Warns Public Against Crypto as World Warms to Bitcoin,"[{'_type': 'Organization', 'name': 'Bloomberg'}]",https://www.bloomberg.com/news/articles/2021-04-06/singapore-warns-public-against-crypto-as-world-warms-to-bitcoin
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/5d704058-cc77-55e4-ff7a-48c0e9316606', 'name': 'Hummer'}]",,2021-04-10T16:47:00.0000000Z,"Hello, Roadshow readers, and welcome back to the week in review. Allow us to guide you through some of the best reviews and news stories from the past week. We have lots of great stuff below, or ...",,,,,,,"GMC Hummer EV SUV revealed, 2022 Kia Carnival and more: Roadshow's week in review","[{'_type': 'Organization', 'name': 'CNET'}]",https://www.cnet.com/roadshow/news/gmc-hummer-ev-suv-reveal-2022-kia-carnival-week-in-review/
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/61c56452-ebbc-1610-7184-68675db98f67', 'name': 'Mitsubishi Eclipse'}]",,2021-04-07T11:30:00.0000000Z,"The most fuel-efficient Eclipse Cross is EPA-estimated to return 26 miles per gallon in the city, 29 mpg highway and 27 mpg combined. My loaded SEL AWD tester knocks those numbers down to 25 ...",,,,,,,2022 Mitsubishi Eclipse Cross first drive review: Subtly better,"[{'_type': 'Organization', 'name': 'CNET'}]",https://www.cnet.com/roadshow/reviews/2022-mitsubishi-eclipse-cross-preview/
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/0337770e-8004-0323-5f43-7ca61f1170f2', 'name': 'T-Mobile'}]",ScienceAndTechnology,2021-04-07T16:56:00.0000000Z,T-Mobile announced on Wednesday that it will upgrade all existing postpaid phone plan customers to unlimited plans for free. It’s also announcing a promotion for customers of competing carriers ...,,,,,,,T-Mobile is upgrading all monthly subscribers to unlimited plans for free,"[{'_type': 'Organization', 'name': 'The Verge'}]",https://www.theverge.com/2021/4/7/22371868/tmobile-unlimited-plans-postpaid-upgrade-automatically-offer-free
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/16f5b3a8-9847-ba22-efed-4d51c254aaa2', 'name': 'Mark Cuban'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/79464325-4ebf-5477-3c6f-975a3cb4d4a4', 'name': 'Michael Bloomberg'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/dc7e5213-73c3-3b05-c4a9-a6fa7ada3468', 'name': 'Ether'}]",,2021-04-02T18:06:00.0000000Z,"Ether, the world’s second-largest cryptocurrency, rose to a record high as the rally in digital assets continues to broaden beyond Bitcoin. The digital token for the Ethereum network gained 6.2% ...",,,,,,,"Ether Reaches Record After Visa Move, Mark Cuban Comments","[{'_type': 'Organization', 'name': 'Bloomberg'}]",https://www.bloomberg.com/news/articles/2021-04-02/ether-rises-to-record-as-crypto-rally-broadens-beyond-bitcoin
NewsArticle,"[{'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/d606edaa-bebe-be4b-5e66-17b8a58806b2', 'name': 'Chuck Schumer'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/cad484f9-be75-7a78-12dd-16233f823cd7', 'name': 'Joe Biden'}, {'_type': 'Thing', 'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/b4c2306e-2065-801a-2c91-fea1cf1bbe68', 'name': 'Senate'}]",,2021-04-04T12:59:00.0000000Z,Senate Majority Leader Chuck Schumer is ready to use the weight of his office to push for marijuana to be legalized across the country. After New York decided to legalize marijuana earlier this ...,,,,,,,Schumer: Senate Will “Move Forward” on Marijuana Legalization Regardless of Biden’s Position,"[{'_type': 'Organization', 'name': 'Slate'}]",https://slate.com/news-and-politics/2021/04/schumer-senate-marijuana-legalization-biden.html
